10416.334394    1       1 
6461.657971     2       1 
6368.322043     2       2 
6194.970456     4       1 
5942.430067     4       2 
5989.205335     4       4 
5542.829570     8       1 
5779.018349     8       2 
5657.950246     8       4 
5886.870567     8       8 
5490.228291     16      1 
5301.742335     16      2 
5900.605577     16      4 
5824.504919     16      8 
5706.628994     16      16 
6097.742960     32      1 
5503.987367     32      2 
