5641.698524     4       1 
5580.217762     4       2 
5950.880902     4       3 
5666.545390     4       4 
5502.118550     8       1 
5501.942908     8       2 
5895.014074     8       3 
5829.576989     8       4 
5998.367405     8       5 
6013.565292     8       6 
5550.986876     8       7 
5741.451483     8       8 
5747.238185     16      1 
5487.697573     16      2 
5406.410095     16      3 
5424.638558     16      4 
5526.454419     16      5 
5583.366110     16      6 
5704.477749     16      7 
5845.612508     16      8 
5950.971986     16      9 
5737.047289     16      10 
5971.719398     16      11 
5951.978246     16      12 
5949.713215     16      13 
6368.390419     16      14 
6527.066066     16      15 
5903.372987     16      16 
5890.592785     32      1 
5064.957146     32      2 
5402.468098     32      3 
5171.033658     32      4 
5115.994856     32      5 
5343.132573     32      6 
5411.736439     32      7 
5540.658134     32      8 
5408.306013     32      9 
5469.411820     32      10 
5606.491806     32      11 
5109.339497     32      12 
6231.257042     32      13 
5561.580270     32      14 
5339.391026     32      15 
5677.602532     32      16 
5501.560706     32      17 
5584.844391     32      18 
5439.115567     32      19 
5641.255055     32      20 
5640.494782     32      21 
5560.898340     32      22 
5710.669909     32      23 
6125.307905     32      24 
5899.341914     32      25 
5561.658489     32      26 
5797.837161     32      27 
5772.732437     32      28 
6444.746184     32      29 
5591.981109     32      30 
5804.458850     32      31 
5883.484162     32      32 
5339.141536     64      1 
5775.893761     64      2 
5277.707958     64      3 
5175.240696     64      4 
5572.878617     64      5 
5347.746782     64      6 
5579.605901     64      7 
5474.199650     64      8 
5829.284333     64      9 
5520.381068     64      10 
5678.735155     64      11 
5800.331801     64      12 
5813.458234     64      13 
5811.248210     64      14 
5612.517993     64      15 
5846.607874     64      16 
5672.606505     64      17 
5795.017569     64      18 
5983.729200     64      19 
5802.206426     64      20 
5991.139568     64      21 
5794.649234     64      22 
5949.342016     64      23 
5949.402124     64      24 
6006.095219     64      25 
6030.534015     64      26 
6388.683562     64      27 
5914.104390     64      28 
6094.415508     64      29 
6167.852880     64      30 
6180.337885     64      31 
5999.692973     64      32 
6205.947312     64      33 
6134.844678     64      34 
6070.256099     64      35 
6210.968226     64      36 
5990.602588     64      37 
6490.651025     64      38 
6053.939403     64      39 
6143.579540     64      40 
6051.996045     64      41 
6198.856414     64      42 
6199.558413     64      43 
6079.578065     64      44 
6184.178992     64      45 
6165.141755     64      46 
6112.844785     64      47 
6050.450842     64      48 
6311.476419     64      49 
6399.242357     64      50 
6148.050234     64      51 
6468.698611     64      52 
6220.312285     64      53 
6130.881428     64      54 
6119.978422     64      55 
6099.494307     64      56 
6267.724031     64      57 
6176.477911     64      58 
6234.963920     64      59 
6276.913770     64      60 
6517.385958     64      61 
6280.309494     64      62 
6381.939821     64      63 
6192.136794     64      64 
5588.375603     128     1 
5480.529125     128     2 
6163.351972     128     3 
5620.030065     128     4 
5730.740795     128     5 
5535.260355     128     6 
6034.074914     128     7 
