643557.817824   16      1 
630456.540527   16      2 
628274.248786   16      3 
613556.405370   16      4 
611136.922699   16      5 
597185.559288   16      6 
588197.024612   16      7 
574621.176996   16      8 
567086.046048   16      9 
560788.438935   16      10 
556173.029090   16      11 
555825.433380   16      12 
452365.728651   16      13 
552277.097272   16      14 
547961.800636   16      15 
544897.430275   16      16 
698424.144292   32      1 
697878.819280   32      2 
680323.782676   32      3 
664034.567372   32      4 
666066.436977   32      5 
646877.376358   32      6 
643116.785755   32      7 
634934.852989   32      8 
626076.854548   32      9 
626487.391401   32      10 
618000.513028   32      11 
555979.054359   32      12 
610674.976848   32      13 
606594.308025   32      14 
603617.797957   32      15 
590690.805726   32      16 
593219.650043   32      17 
592546.863104   32      18 
582207.692326   32      19 
582723.426005   32      20 
593495.488250   32      21 
582210.517758   32      22 
577907.832024   32      23 
578738.593221   32      24 
578258.177163   32      25 
579230.049288   32      26 
576230.696322   32      27 
570381.803803   32      28 
569502.010494   32      29 
561942.747951   32      30 
563424.488073   32      31 
567486.815236   32      32 
646000.061700   64      1 
651424.372902   64      2 
633381.952353   64      3 
636341.654195   64      4 
624792.441069   64      5 
607992.024578   64      6 
608964.279840   64      7 
600061.633361   64      8 
585644.937125   64      9 
575658.494133   64      10 
583078.463854   64      11 
576573.688014   64      12 
562260.289841   64      13 
605600.301655   64      14 
557967.590278   64      15 
556470.845799   64      16 
548343.614934   64      17 
550144.405314   64      18 
546947.068837   64      19 
541794.841897   64      20 
532104.942853   64      21 
529619.550299   64      22 
537964.857254   64      23 
525052.192536   64      24 
526518.861908   64      25 
565435.969563   64      26 
519046.876002   64      27 
519636.889932   64      28 
505501.641086   64      29 
504593.008429   64      30 
511186.529413   64      31 
513797.444269   64      32 
500727.143744   64      33 
511276.881198   64      34 
498540.838297   64      35 
502370.200797   64      36 
499408.868241   64      37 
499365.912786   64      38 
493782.122385   64      39 
494501.079184   64      40 
496636.474603   64      41 
491042.838865   64      42 
494095.039036   64      43 
489906.024668   64      44 
490829.598092   64      45 
494576.275173   64      46 
495986.559378   64      47 
491544.356097   64      48 
487036.443333   64      49 
485897.803180   64      50 
488045.089785   64      51 
483292.996067   64      52 
493407.798584   64      53 
485991.745555   64      54 
486986.113753   64      55 
491209.091469   64      56 
487585.072705   64      57 
481655.154184   64      58 
481593.082234   64      59 
478428.704956   64      60 
480963.787723   64      61 
386202.423188   64      62 
486621.854217   64      63 
482544.298352   64      64 
