404703.837314   2       1 
389330.614249   2       2 
508443.631397   4       1 
490680.941883   4       2 
473245.472654   4       4 
441666.101560   8       1 
435763.370684   8       2 
443652.163532   8       4 
465485.491161   8       8 
598836.663587   16      1 
598836.663587   16      1 
583499.502685   16      2 
502540.458374   16      4 
516661.302015   16      8 
462975.086577   16      16 
607869.202096   32      1 
554458.546814   32      2 
628197.202119   32      4 
585334.982866   32      8 
526326.517578   32      16 
482500.106450   32      32 
437569.830948   64      1 
579041.703377   64      2 
530935.221553   64      4 
532345.938123   64      8 
592563.278368   64      16 
522968.916956   64      32 
481450.338697   64      64 
623672.032604   128     1 
617657.108554   128     2 
516000.813460   128     4 
586266.223421   128     8 
520902.928053   128     16 
486445.402937   128     32 
432322.683833   128     64 
389320.710599   128     128 
438225.686622   256     1 
395884.082583   256     2 
478232.983038   256     4 
468657.761485   256     8 
408459.952390   256     16 
395002.678150   256     32 
355046.702483   256     64 
