21861.099000    2       1 
21840.305921    2       2 
21864.322231    4       1 
22196.083561    4       2 
21878.038917    4       3 
22206.581514    4       4 
22280.651344    8       1 
22222.072121    8       2 
22224.487206    8       3 
21715.033913    8       4 
21852.961656    8       5 
21827.821391    8       6 
21758.115759    8       7 
21597.256141    8       8 
22239.809366    16      1 
21743.330764    16      2 
21831.828375    16      3 
21854.578586    16      4 
22013.841373    16      5 
21999.686925    16      6 
22095.472993    16      7 
21719.737486    16      8 
21885.834372    16      9 
22404.757439    16      10 
21867.169485    16      11 
21828.921240    16      12 
21714.892086    16      13 
20871.399676    16      14 
20972.626953    16      15 
21678.210924    16      16 
