10416.334394    1       1 
6461.657971     2       1 
6368.322043     2       2 
6194.970456     4       1 
5942.430067     4       2 
5989.205335     4       4 
5542.829570     8       1 
5779.018349     8       2 
5657.950246     8       4 
5886.870567     8       8 
5490.228291     16      1 
5301.742335     16      2 
5900.605577     16      4 
5824.504919     16      8 
5706.628994     16      16 
5934.848542     32      1 
5369.783516     32      2 
6050.573861     32      4 
5823.268425     32      8 
5527.267922     32      16 
6058.821997     32      32 
5620.815873     64      1 
6290.855199     64      2 
6104.113917     64      4 
6475.935761     64      8 
5582.917959     64      16
5909.417242     64      32 
5424.023347     64      64 
7276.225475     128     1 
6736.653634     128     2 
7078.645451     128     4 
6191.889721     128     8 
6193.068388     128     16 
6185.477277     128     32 
6589.296414     128     128 
8112.540094     256     1 
7029.327973     256     2 
7021.726902     256     4 
7334.768259     256     8 
6782.119248     256     16 
6621.009295     256     32 
6856.647449     256     64 
7076.073732     256     128 
7488.754237     256     256 
