594.010338      1       1
905.607847      2       1
278.367561      2       2
432.175226      4       1
498.059089      4       2
437.633317      4       4
426.582732      8       1
852.805061      8       2
1016.941636     8       4
153.594510      8       8
198.710998      16      1
623.747041      16      2
350.124002      16      4
334.070998      16      8
566.599507      16      16
299.489231      32      1
334.526642      32      2
422.196340      32      4
335.146839      32      8
263.272735      32      16
771.394818      32      32
868.899796      64      1
232.189506      64      2
894.501137      64      4
171.254897      64      8
713.064529      64      16
260.526745      64      32
930.761789      64      64
541.339850      128     1
640.223561      128     2
1101.120117     128     4
656.150431      128     8
339.294024      128     16
422.691195      128     32
878.703247      128     64
164.431020      128     128
455.069706      256     1
574.707574      256     2
441.398807      256     4
1343.566483     256     8
189.062760      256     16
165.642225      256     32
522.322645      256     64
295.522173      256     128
143.631715      256     256
804.046100      512     1
272.915007      512     2
1038.690014     512     4
518.946276      512     8
493.227154      512     16
858.435359      512     32
433.168210      512     64
166.739171      512     128
358.461408      512     256
279.659825      512     512
